id,shortname,mktcap,lastvalue,change,percentchange,direction,stk_details,volume,url,
EI14,EngineersInd,"6,600.31",104.45,-0.35,-0.33,-1,[],22.42k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/engineersindia/EI14,
GAI,GAIL,"54,470.38",119.75,0.8,0.67,1,[],202.42k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/gailindia/GAI,
GIC12,General Insuran,"41,517.88",236.65,7.55,3.3,1,[],38.50k,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12,
GMD,Guj Mineral,"1,772.85",55.75,0.05,0.09,1,[],7.10k,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/gujaratmineraldevelopmentcorporation/GMD,
GGC,Gujarat Gas,"15,956.88",231.8,4.2,1.85,1,[],42.57k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/gujaratgas/GGC,
HC07,Hind Copper,"3,506.58",37.9,0.5,1.34,1,[],198.36k,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustancopper/HC07,
HAL,Hindustan Aeron,"25,371.65",758.75,-0.35,-0.05,-1,[],418,https://www.moneycontrol.com/india/stockpricequote/diversified/hindustanaeronauticsltd/HAL,
HPC,HPCL,"40,754.64",267.45,1.6,0.6,1,[],268.25k,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,
HUD,HUDCO,"7,407.03",37,1.15,3.21,1,[],85.47k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/housingurbandevelopmentcorporation/HUD,
IFC,IFCI,"1,124.44",6.63,0.13,2,1,[],314.95k,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/ifci/IFC02,
ITD02,India Tourism D,"2,899.01",338,19.85,6.24,1,[],74.46k,https://www.moneycontrol.com/india/stockpricequote/hotels/indiatourismdevelopmentcorporation/ITD02,
IB04,Indian Bank,"7,192.98",118.15,0.4,0.34,1,[],83.91k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianbank/IB04,
IOB,IOB,"12,887.45",10.24,0.19,1.89,1,[],64.34k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianoverseasbank/IOB,
IOC,IOC,"1,20,689.52",128.2,0.05,0.04,1,[],228.46k,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,
II21,Ircon Internati,"3,700.93",393.5,1.85,0.47,1,[],4.01k,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/irconinternational/II07,
ITI,ITI,"8,369.01",93.3,4.65,5.25,1,[],371.54k,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/iti/ITI,
JKB,JK Bank,"1,673.36",30.05,0.3,1.01,1,[],93.84k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/jammukashmirbank/JKB,
MMT,MMTC Ltd,"2,700.00",18,0.2,1.12,1,[],72.72k,https://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT,
M11,MOIL,"3,583.34",139.1,2.85,2.09,1,[],5.89k,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/moil/M18,
MRP,MRPL,"7,790.30",44.45,-0.35,-0.78,-1,[],28.17k,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,
NAC,NALCO,"8,115.44",43.5,0.3,0.69,1,[],389.41k,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,
NBC,NBCC (India),"6,345.00",35.25,0.85,2.47,1,[],599.30k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/nbccindia/NBC01,
NIA,New India Assur,"22,511.68",136.6,1.1,0.81,1,[],16.56k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA,
N07,NHPC,"23,957.41",23.85,0.05,0.21,1,[],87.40k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/nhpc/N07,
NLC,NLC India,"7,460.10",53.8,0.2,0.37,1,[],4.78k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/nlcindia/NLC,
NMD01,NMDC,"34,966.32",114.2,0.4,0.35,1,[],176.55k,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/nmdc/NMD02,
NTP,NTPC,"1,14,381.08",115.6,1.15,1,1,[],180.55k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/ntpc/NTP,
OI13,Oil India,"16,737.79",154.35,-1,-0.64,-1,[],25.57k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/oilindia/OI13,
ONG,ONGC,"1,59,077.63",126.45,0.6,0.48,1,[],196.38k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/oilnaturalgascorporation/ONG,
OBC,Oriental Bank,"7,625.21",55.65,3.3,6.3,1,[],200.54k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/orientalbankcommerce/OBC,
PNB05,PNB,"43,423.61",64.45,3.65,6,1,[],2.34m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05,
PFC02,Power Finance,"30,492.94",115.5,0,0,0,[],163.86k,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02,
PGC,Power Grid Corp,"97,490.67",186.35,1.95,1.06,1,[],169.36k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/powergridcorporationindia/PGC,
RCF01,Rashtriya Chem,"2,529.49",45.85,0.85,1.89,1,[],153.92k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01,
R06,RITES,"6,690.00",267.6,0.05,0.02,1,[],76.92k,https://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02,
SAI,SAIL,"16,769.93",40.6,0.8,2.01,1,[],2.86m,https://www.moneycontrol.com/india/stockpricequote/steel-large/steelauthorityindia/SAI,
SBI,SBI,"2,96,921.83",332.7,10.9,3.39,1,[],1.90m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/statebankindia/SBI,
SCI,Shipping Corp,"2,976.46",63.9,4.65,7.85,1,[],1.66m,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI,
S14,SJVN,"9,785.19",24.9,0.05,0.2,1,[],66.08k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/sjvn/S11,
SB9,Syndicate Bank,"7,541.26",28.1,1.15,4.27,1,[],90.59k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/syndicatebank/SB9,
UCO,UCO Bank,"14,659.61",17,1.8,11.84,1,[],592.32k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/ucobank/UCO,
UBI01,Union Bank,"30,317.84",59.65,3.85,6.9,1,[],1.34m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/unionbankindia/UBI01,
UBO,United Bank,"8,035.40",8.86,0.45,5.35,1,[],26.14k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/unitedbankindia/UBO,
RCL02,8K Miles Soft,114.59,37.55,0,0,0,[],0,https://www.moneycontrol.com/india/stockpricequote/computers-software/8kmilessoftwareservices/PMS01,
AF32,AAVAS Financier,"15,086.87","1,926.75",17.1,0.9,1,[],2.02k,https://www.moneycontrol.com/india/stockpricequote/finance-general/aavasfinanciers/AF17,
ABC07,AB Capital,"23,199.63",100.3,1,1.01,1,[],201.36k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/adityabirlacapital/ABC9,
ABB,ABB India,"31,493.82","1,486.20",1.95,0.13,1,[],2.86k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/abbindia/ABB,
KP,Abbott India,"27,568.53","12,973.85",152.15,1.19,1,[],511,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51,
ACC,ACC,"27,513.65","1,465.15",33.35,2.33,1,[],48.32k,https://www.moneycontrol.com/india/stockpricequote/cement-major/acc/ACC06,
AE01,Adani Enterpris,"23,332.47",212.15,1,0.47,1,[],185.89k,https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13,
ADANI54145,Adani Green Ene,"20,738.83",132.6,1.05,0.8,1,[],131.97k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanigreenenergylimited/ADANI54145,
MPS,Adani Ports,"76,617.36",377.1,4.8,1.29,1,[],86.47k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/adaniportsspecialeconomiczone/MPS,
AP26,Adani Power,"23,643.04",61.3,0.95,1.57,1,[],614.79k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanipower/AP11,
AT18,Adani Trans,"36,497.20",331.85,-3.95,-1.18,-1,[],30.48k,https://www.moneycontrol.com/india/stockpricequote/power-transmission-equipment/adanitransmission/AT22,
PFR,Aditya Birla F,"17,677.54",228.5,3.7,1.65,1,[],33.01k,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR,
AET02,Advanced Enzyme,"1,763.37",157.9,1.85,1.19,1,[],8.01k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET,
AC02,Aegis Logistics,"6,190.43",182.25,-3.55,-1.91,-1,[],10.98k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/aegislogistics/AL9,
ADG01,AGL,"16,673.12",151.6,-0.2,-0.13,-1,[],58.73k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adanigaslimited/ADG01,
AIE01,AIA Engineering,"15,524.19","1,645.90",32,1.98,1,[],338,https://www.moneycontrol.com/india/stockpricequote/castings-forgings/aiaengineering/AIE01,
AP22,Ajanta Pharma,"8,553.79",980.25,3.15,0.32,1,[],2.50k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22,
ICI,Akzo Nobel,"8,913.83","1,957.35",33.35,1.73,1,[],573,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/akzonobelindia/ICI,
AP29,Alembic Pharma,"10,390.05",551.15,0.05,0.01,1,[],1.12k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35,
AL16,Alkem Lab,"24,785.23","2,072.95",-10.35,-0.5,-1,[],235,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05,
AB15,Allahabad Bank,"7,220.13",19.4,0.25,1.31,1,[],226.47k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/allahabadbank/AB15,
AGL02,Allcargo,"2,357.45",95.95,0.45,0.47,1,[],7.48k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/allcargologistics/AGL02,
ARB,Amara Raja Batt,"12,667.46",741.6,5.55,0.75,1,[],9.38k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/amararajabatteries/ARB,
GAC,Ambuja Cements,"39,276.06",197.8,4.65,2.41,1,[],108.84k,https://www.moneycontrol.com/india/stockpricequote/cement-major/ambujacements/AC18,
AB14,Andhra Bank,"5,282.54",17.7,0.45,2.61,1,[],50.47k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/andhrabank/AB14,
AI40,Apar Ind,"1,556.00",406.6,12.6,3.2,1,[],4.07k,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/aparindustries/AI40,
BT09,APL Apollo,"4,135.63","1,637.85",21.1,1.31,1,[],108,https://www.moneycontrol.com/india/stockpricequote/steel-tubes-pipes/aplapollotubes/BT09,
AHE,Apollo Hospital,"18,831.98","1,353.60",-32.25,-2.33,-1,[],181.34k,https://www.moneycontrol.com/india/stockpricequote/hospitals-medical-services/apollohospitalsenterprises/AHE,
AT,Apollo Tyres,"9,536.07",166.7,1.1,0.66,1,[],78.06k,https://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14,
AIS,Asahi India,"4,815.61",198.1,2.6,1.33,1,[],290,https://www.moneycontrol.com/india/stockpricequote/glass-glass-products/asahiindiaglass/AIG01,
AL,Ashok Leyland,"23,777.77",81,2.5,3.18,1,[],1.12m,https://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/ashokleyland/AL,
AB,Ashoka Buildcon,"2,647.22",94.3,-0.2,-0.21,-1,[],19.70k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/ashokabuildcon/AB,
API,Asian Paints,"1,67,284.09","1,744.00",-7,-0.4,-1,[],41.60k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/asianpaints/AP31,
ADH,Aster DM Health,"7,694.61",152.3,0.6,0.4,1,[],5.62k,https://www.moneycontrol.com/india/stockpricequote/diversified/asterdmhealthcareltd/ADH,
APT02,Astral Poly Tec,"17,595.84","1,167.90",2.35,0.2,1,[],968,https://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02,
AID,AstraZeneca,"7,048.50","2,819.40",62.35,2.26,1,[],2.98k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP,
A06,Atul,"11,976.52","4,037.70",35.85,0.9,1,[],791,https://www.moneycontrol.com/india/stockpricequote/dyes-pigments/atul/A06,
ASF03,AU Small Financ,"23,337.01",795.1,-4.2,-0.53,-1,[],12.69k,https://www.moneycontrol.com/india/stockpricequote/finance-general/ausmallfinancebank/ASF02,
AP,Aurobindo Pharm,"26,320.36",449.2,0.6,0.13,1,[],89.22k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP,
AF21,Avanti Feeds,"7,181.51",527.1,26.95,5.39,1,[],66.24k,https://www.moneycontrol.com/india/stockpricequote/aquaculture/avantifeeds/AF21,
AS28,Avenue Supermar,"1,11,608.35","1,780.15",1.45,0.08,1,[],28.14k,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19,
UTI10,Axis Bank,"2,12,025.60",752,30.4,4.21,1,[],471.84k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/axisbank/AB16,
BA06,Bajaj Auto,"93,553.80","3,233.05",-27.95,-0.86,-1,[],52.11k,https://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/bajajauto/BA10,
BC14,Bajaj Consumer ,"3,336.49",226.15,-3.25,-1.42,-1,[],14.97k,https://www.moneycontrol.com/india/stockpricequote/personal-care/bajajconsumercare/BC02,
BE,Bajaj Electric,"3,390.80",330.95,3,0.91,1,[],2.72k,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/bajajelectricals/BE,
BAF,Bajaj Finance,"2,44,926.56","4,070.65",14.5,0.36,1,[],19.08k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/bajajfinance/BAF,
BF04,Bajaj Finserv,"1,46,519.29","9,207.10",39.05,0.43,1,[],5.06k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajfinserv/BF04,
BA,Bajaj Holdings,"36,912.16","3,316.65",-44.75,-1.33,-1,[],638,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajholdingsinvestment/BHI,
BI03,Balkrishna Ind,"18,432.79",953.5,30.95,3.35,1,[],60.64k,https://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,
BLC,Balmer Lawrie,"2,171.18",190.45,0.8,0.42,1,[],4.99k,https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,
BCM,Balrampur Chini,"3,751.00",170.5,6.95,4.25,1,[],114.66k,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM,
BB09,Bandhan Bank,"82,854.25",514.6,-1.05,-0.2,-1,[],49.47k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/bandhanbank/BB09,
BOB,Bank of Baroda,"40,385.60",101.75,3.85,3.93,1,[],1.73m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofbaroda/BOB,
BOI,Bank of India,"23,249.77",70.95,2.2,3.2,1,[],588.89k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofindia/BOI,
BM05,Bank of Mah,"6,849.15",11.76,0.13,1.12,1,[],41.52k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankmaharashtra/BM05,
BAS,BASF,"4,201.74",970.7,5.45,0.56,1,[],472,https://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS,
BI01,Bata India,"22,144.65","1,722.95",12.05,0.7,1,[],61.86k,https://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01,
HSA01,Bayer CropScien,"15,736.02","3,501.40",0.8,0.02,1,[],337,https://www.moneycontrol.com/india/stockpricequote/pesticides-agro-chemicals/bayercropscience/BC12,
BEM,BEML,"4,130.72",991.9,6.2,0.63,1,[],22.79k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/beml/BEM03,
BPI02,Berger Paints,"48,614.75",500.6,2.2,0.44,1,[],25.27k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/bergerpaintsindia/BPI02,
BDL01,Bharat Dynamics,"5,342.65",291.5,3.45,1.2,1,[],3.31k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharatdynamicsltd/BDL01,
BE03,Bharat Elec,"24,365.93",100,1.2,1.21,1,[],370.10k,https://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03,
BFC,Bharat Forge,"21,633.58",464.65,16.3,3.64,1,[],102.44k,https://www.moneycontrol.com/india/stockpricequote/castings-forgings/bharatforge/BF03,
BTV,Bharti Airtel,"2,19,395.56",427.5,-10.8,-2.46,-1,[],362.76k,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08,
BI26,Bharti Infratel,"46,674.86",252.35,0.2,0.08,1,[],189.36k,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/bhartiinfratel/BI14,
BHE,BHEL,"16,243.83",46.65,1.45,3.21,1,[],1.13m,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE,
BL03,Biocon,"35,106.00",292.55,-0.45,-0.15,-1,[],198.91k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,
BC07,Birla Corp,"4,842.10",628.8,-10.5,-1.64,-1,[],2.93k,https://www.moneycontrol.com/india/stockpricequote/cement-major/birlacorporation/BC07,
BCP01,Bliss GVS,"1,582.27",153.4,2.9,1.93,1,[],138.35k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV,
BDE,Blue Dart,"5,184.20","2,184.85",-15.4,-0.7,-1,[],465,https://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE,
BS,Blue Star,"7,674.77",796.85,5.95,0.75,1,[],982,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/bluestar/BS,
BBT,Bombay Burmah,"7,132.08","1,022.20",3.3,0.32,1,[],4.79k,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/bombayburmahtradingcorporation/BBT,
BDM,Bombay Dyeing,"1,536.62",74.4,1.7,2.34,1,[],231.89k,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/bombaydyeingmanufacturingcompany/BDM,
MIC,Bosch,"44,804.38","15,191.20",215.75,1.44,1,[],1.32k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bosch/B05,
BPC,BPCL,"1,07,703.40",496.5,5.45,1.11,1,[],324.13k,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC,
BI,Britannia,"73,455.85","3,054.70",-17.05,-0.56,-1,[],19.49k,https://www.moneycontrol.com/india/stockpricequote/food-processing/britanniaindustries/BI,
CHC,Cadila Health,"26,719.68",261,-2.85,-1.08,-1,[],36.67k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC,
CFH,Can Fin Homes,"5,541.87",416.2,5,1.22,1,[],10.63k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/canfinhomes/CFH,
CB06,Canara Bank,"23,489.32",228,10.05,4.61,1,[],298.64k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06,
CPL,Caplin Labs,"2,320.72",306.8,9.9,3.33,1,[],4.69k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/caplinpointlaboratories/CPL,
CU,Carborundum,"6,136.46",324.2,2.2,0.68,1,[],7.26k,https://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU,
CAR,CARE Ratings,"1,408.39",478.05,-0.1,-0.02,-1,[],1.11k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR,
CI01,Castrol,"12,952.56",130.95,1.2,0.92,1,[],74.36k,https://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01,
CC10,CCL Products,"2,422.44",182.1,-3.05,-1.65,-1,[],6.45k,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/cclproductsindia/CC10,
C07,Ceat,"3,964.31",980.05,10.1,1.04,1,[],25.63k,https://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07,
CBO01,Central Bank,"10,934.20",19.15,0.7,3.79,1,[],150.61k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/centralbankindia/CBO01,
CF09,Centrum Capital,852.87,20.5,1.1,5.67,1,[],27.92k,https://www.moneycontrol.com/india/stockpricequote/finance-general/centrumcapital/CF09,
CTI,Century,"5,595.95",501,4.9,0.99,1,[],56.63k,https://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI,
CP9,CenturyPlyboard,"3,666.97",165.05,3.1,1.91,1,[],3.62k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9,
MOF,Cera Sanitary,"3,322.68","2,554.75",3.1,0.12,1,[],107,https://www.moneycontrol.com/india/stockpricequote/ceramics-granite/cerasanitaryware/CS18,
CGC01,CG Consumer,"15,338.84",244.55,1.45,0.6,1,[],10.42k,https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01,
CG,CG Power ,760.87,12.14,0.57,4.93,1,[],365.84k,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/cgpowerindustrialsolutions/CG,
CFC,Chambal Fert,"6,059.99",145.6,-0.5,-0.34,-1,[],29.55k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC,
MR,Chennai Petro,"1,718.44",115.4,0.85,0.74,1,[],10.70k,https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02,
TII,Cholamandalam,"9,254.29",493,12,2.49,1,[],443,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cholamandalamfinancialholdings/TII,
CIF01,Cholamandalam,"24,733.94",316.35,3.45,1.1,1,[],50.11k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/cholamandalaminvestmentfinancecompany/CDB,
C,Cipla,"37,195.20",461.35,0.75,0.16,1,[],47.65k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C,
CUB,City Union Bank,"17,008.34",231.15,-1.9,-0.82,-1,[],3.14k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/cityunionbank/CUB,
CI29,Coal India,"1,20,974.36",196.3,5.95,3.13,1,[],310.06k,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/coalindia/CI11,
CS17,Cochin Shipyard,"5,140.60",390.8,2.65,0.68,1,[],2.32k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cochinshipyard/CS,
CDE,Coffee Day,869.3,41.15,0.4,0.98,1,[],29.22k,https://www.moneycontrol.com/india/stockpricequote/food-processing/coffeedayenterprises/CDE,
CPI,Colgate,"40,157.32","1,476.45",1.4,0.09,1,[],11.69k,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI,
CCI,Container Corp,"35,174.56",577.3,15.85,2.82,1,[],78.57k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/containercorporationindia/CCI,
CF06,Coromandel Int,"14,975.89",511.8,1.75,0.34,1,[],2.94k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45,
CB,Corporation Bk,"15,435.02",25.75,2,8.42,1,[],312.32k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/corporationbank/CB,
CG02,CreditAccess Gr,"11,645.96",809.75,-1.25,-0.15,-1,[],2.40k,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/creditaccessgrameen/CG03,
CRI,CRISIL,"12,417.54","1,717.40",12.95,0.76,1,[],546,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI,
CI02,Cummins,"15,203.03",548.45,9.9,1.84,1,[],14.70k,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02,
IE07,Cyient,"4,324.32",389,0.95,0.24,1,[],7.39k,https://www.moneycontrol.com/india/stockpricequote/computers-software/cyient/IE07,
DI,Dabur India,"81,267.27",459.9,2.6,0.57,1,[],16.99k,https://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI,
C13,DB Corp,"2,343.42",133.95,-0.25,-0.19,-1,[],552,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/dbcorp/C13,
DCB01,DCB Bank,"5,342.73",172.25,-1.7,-0.98,-1,[],1.90m,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/dcbbank/DCB01,
DCM02,DCM Shriram,"5,267.73",337.8,0.2,0.06,1,[],5.53k,https://www.moneycontrol.com/india/stockpricequote/diversified/dcmshriram/DCM02,
DFP,Deepak Fert,831.68,93.15,1.7,1.86,1,[],22.44k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP,
DN,Deepak Nitrite,"4,788.76",351.1,-4.35,-1.22,-1,[],17.30k,https://www.moneycontrol.com/india/stockpricequote/chemicals/deepaknitrite/DN,
AW,Delta Corp,"5,734.41",211.65,0.85,0.4,1,[],73.79k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/deltacorp/DC11,
DHF,Dewan Housing,461.32,14.7,0.7,5,1,[],880.33k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/dewanhousingfinancecorporation/DHF,
DP04,Dhanuka Agritec,"1,574.60",330.95,-3.35,-1,-1,[],544,https://www.moneycontrol.com/india/stockpricequote/pesticides-agro-chemicals/dhanukaagritech/DA01,
DB03,Dilip Buildcon,"5,455.75",398.9,21.75,5.77,1,[],31.45k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/dilipbuildcon/DB04,
DTV,Dish TV,"2,485.74",13.5,0.05,0.37,1,[],4.25m,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/dishtvindia/DTV,
DCA,Dishman Carboge,"1,943.19",120.4,-1,-0.82,-1,[],3.85k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dishmancarbogenamcis/DCA,
DL03,Divis Labs,"48,844.89","1,839.95",10.15,0.55,1,[],57.97k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03,
D04,DLF,"56,647.51",228.85,3.95,1.76,1,[],813.51k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/dlf/D04,
DLP01,Dr Lal PathLab,"12,232.05","1,467.70",-41.3,-2.74,-1,[],5.68k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01,
DRL,Dr Reddys Labs,"46,904.85","2,822.85",-82.65,-2.84,-1,[],45.47k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL,
ES07,eClerx Services,"1,855.83",501.8,-10.1,-1.97,-1,[],1.79k,https://www.moneycontrol.com/india/stockpricequote/computers-software-medium-small/eclerxservices/eS06,
